enterer,entry_date,subject,DOT,DOB,age_group,order,item,label,story,polarity,condition,true_answer,response,correct,response_type,justification,just_type,include
M,2018-08-10,78,2018-08-02,2014-06-23,4,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,,none,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,1,target,fit,pos,TFP,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,2,target,reach,pos,TRP,1,1,1,adult-like,smallest,scale,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow,,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,4,target,weight,pos,TWP,1,1,1,adult-like,smallest,scale,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,5,target,capacity,pos,TCP,3,1,0,opposite,smallest,scale,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,doesn't match,,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,8,target,fit,neg,TFN,1,1,1,adult-like,smallest,scale,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,9,target,reach,neg,TRN,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,yellow,,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,11,target,weight,neg,TWN,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,79,2018-08-06,2013-01-10,5,POS,12,target,capacity,neg,TCN,1,3,0,opposite,biggest,scale,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,1,target,fit,pos,TFP,3,1,0,opposite,,none,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,2,target,reach,pos,TRP,1,1,1,adult-like,,none,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,4,target,weight,pos,TWP,1,1,1,adult-like,,none,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,5,target,capacity,pos,TCP,3,1,0,opposite,,none,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,,,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,8,target,fit,neg,TFN,1,1,1,adult-like,,none,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,9,target,reach,neg,TRN,3,3,1,adult-like,,none,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,,,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,11,target,weight,neg,TWN,3,3,1,adult-like,,none,1
M,2018-08-10,80,2018-08-06,2013-09-21,4,POS,12,target,capacity,neg,TCN,1,3,0,opposite,,none,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,little looks smallest,scale,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,can't reach,scale,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,doesn't match,,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,big,scale,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,5,target,capacity,neg,TCN,3,1,0,opposite,small,scale,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,middle hat,,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow chair,,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,big feet,scale,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,"small ""of course [big] can reach""",scale,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,10,filler,scale,pos,FSP,2,3,0,opposite,big,,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,small,scale,1
M,2018-08-10,81,2018-08-07,2013-04-03,5,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,smallest basket,scale,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,smallest,scale,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,tallest,scale,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,medium hat,,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,8,target,fit,pos,TFP,3,1,0,opposite,smallest,scale,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,smallest,scale,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,smallest,scale,1
M,2018-08-10,82,2018-08-07,2013-04-22,5,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,,none,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,1,target,fit,pos,TFP,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,2,target,reach,pos,TRP,1,3,0,opposite,,none,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,4,target,weight,pos,TWP,1,1,1,adult-like,smallest,scale,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,5,target,capacity,pos,TCP,3,3,1,adult-like,biggest basket,scale,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,don't match,,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,8,target,fit,neg,TFN,1,1,1,adult-like,littlest,scale,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,9,target,reach,neg,TRN,3,3,1,adult-like,tallest,scale,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,medium hat,,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,11,target,weight,neg,TWN,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,83,2018-08-07,2012-05-01,6,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,littlest,scale,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,1,target,fit,neg,TFN,1,2,0,middle,,none,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,2,target,reach,neg,TRN,3,1,0,opposite,,none,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,3,filler,sameness,neg,FMN,2,1,0,opposite,,,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,4,target,weight,neg,TWN,3,1,0,opposite,,none,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,5,target,capacity,neg,TCN,3,2,0,middle,,none,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,6,filler,scale,neg,FSN,2,1,0,opposite,,,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,7,filler,sameness,pos,FMP,2,1,0,opposite,,,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,8,target,fit,pos,TFP,3,1,0,opposite,,none,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,,none,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,10,filler,scale,pos,FSP,2,1,0,opposite,,,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,,none,1
M,2018-08-10,84,2018-08-07,2013-11-05,4,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,,none,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,1,target,fit,pos,TFP,3,3,1,adult-like,big socks,scale,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,2,target,reach,pos,TRP,1,1,1,adult-like,little tree,scale,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,4,target,weight,pos,TWP,1,1,1,adult-like,little,scale,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,5,target,capacity,pos,TCP,3,3,1,adult-like,big one,scale,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,green bucket,,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,8,target,fit,neg,TFN,1,2,0,middle,couldn't fit,scale,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,9,target,reach,neg,TRN,3,1,0,opposite,coudn't reach,scale,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,favorite color's purple,,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,11,target,weight,neg,TWN,3,1,0,opposite,couldn't reach,scale,1
M,2018-08-10,85,2018-08-07,2015-02-24,3,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,couldn't fill up cup,scale,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,littlest,scale,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,2,target,reach,neg,TRN,3,2,0,middle,medium,scale,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,pink and green,,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,4,target,weight,neg,TWN,3,"2,3",0,other,"don't know, both big",scale,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,medium,,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow,,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,8,target,fit,pos,TFP,3,1,0,opposite,,none,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,little,scale,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,baby big one,scale,1
M,2018-08-10,86,2018-08-07,2014-05-07,4,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,little,scale,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,smallest,scale,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,big one,scale,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,pink shell,,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,big one,scale,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,5,target,capacity,neg,TCN,3,2,0,middle,medium,scale,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,8,target,fit,pos,TFP,3,1,0,opposite,big one,scale,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,big one,scale,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,blue,,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,little,scale,1
A ,2018-08-12,87,2018-08-09,2013-11-13,4,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,small,scale,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,1,target,fit,pos,TFP,3,1,0,opposite,already small,scale,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,2,target,reach,pos,TRP,1,1,1,adult-like,so small,scale,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,4,target,weight,pos,TWP,1,1,1,adult-like,small people can't even pick up a heavy pumpkin,scale,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,5,target,capacity,pos,TCP,3,1,0,opposite,small one,scale,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium backpack,,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,pink and green,,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,8,target,fit,neg,TFN,1,3,0,opposite,biggest,scale,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,9,target,reach,neg,TRN,3,3,1,adult-like,largest,scale,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,medium,,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,11,target,weight,neg,TWN,3,3,1,adult-like,biggest,scale,1
A ,2018-08-12,88,2018-08-09,2012-06-03,6,POS,12,target,capacity,neg,TCN,1,3,0,opposite,biggest,scale,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,1,target,fit,neg,TFN,1,3,0,opposite,big,scale,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,2,target,reach,neg,TRN,3,1,0,opposite,small,scale,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,pink shell,,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,big,scale,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,big,scale,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,middle,,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,8,target,fit,pos,TFP,3,1,0,opposite,wearing socks,random,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,9,target,reach,pos,TRP,1,3,0,opposite,big,scale,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,blue,,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,11,target,weight,pos,TWP,1,3,0,opposite,big,scale,1
A ,2018-08-12,89,2018-08-09,2014-05-07,4,NEG,12,target,capacity,pos,TCP,3,3,1,adult-like,big,scale,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,1,target,fit,pos,TFP,3,3,1,adult-like,big,scale,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,2,target,reach,pos,TRP,1,1,1,adult-like,,none,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,4,target,weight,pos,TWP,1,1,1,adult-like,small,scale,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,5,target,capacity,pos,TCP,3,3,1,adult-like,he has a big basket,scale,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,he's medium,,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,different colors,,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,8,target,fit,neg,TFN,1,1,1,adult-like,small can't fit,scale,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,9,target,reach,neg,TRN,3,3,1,adult-like,she's tall,scale,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,medium,,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,11,target,weight,neg,TWN,3,3,1,adult-like,she's big,scale,1
A ,2018-08-12,90,2018-08-09,2013-03-21,5,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,small cup,scale,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,1,target,fit,pos,TFP,3,3,1,adult-like,feet are big,scale,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,2,target,reach,pos,TRP,1,1,1,adult-like,small,scale,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,4,target,weight,pos,TWP,1,1,1,adult-like,small,scale,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,5,target,capacity,pos,TCP,3,3,1,adult-like,big basket,scale,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,,,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,8,target,fit,neg,TFN,1,1,1,adult-like,size,scale,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,9,target,reach,neg,TRN,3,3,1,adult-like,,none,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,,,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,11,target,weight,neg,TWN,3,3,1,adult-like,,none,1
A ,2018-08-12,91,2018-08-09,2012-03-08,6,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,,none,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,1,target,fit,pos,TFP,3,3,1,adult-like,"""even though they didn't have.."" biggest",scale,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,2,target,reach,pos,TRP,1,1,1,adult-like,shortest,scale,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,4,target,weight,pos,TWP,1,1,1,adult-like,"pumpkins are huge ""even though Rufus""",random,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,5,target,capacity,pos,TCP,3,1,0,opposite,"tiniest basket, fuller first",scale,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium one,,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,pink doesn't match green,,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,8,target,fit,neg,TFN,1,1,1,adult-like,tiniest,scale,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,9,target,reach,neg,TRN,3,3,1,adult-like,"tallest one ""even she couldn't""",scale,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,medium one,,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,11,target,weight,neg,TWN,3,3,1,adult-like,biggest must be strongest,scale,1
M,2018-08-15,92,2018-08-13,2011-11-25,6,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,smallest,scale,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,smallest,scale,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,shell,,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,5,target,capacity,neg,TCN,3,3,1,adult-like,biggest,scale,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,6,filler,scale,neg,FSN,2,3,0,opposite,biggest,,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,yellow chair,,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,8,target,fit,pos,TFP,3,1,0,opposite,smallest,scale,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,littlest,scale,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,mediumest,,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,littlest,scale,1
M,2018-08-10,93,2018-08-13,2014-02-01,4,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,smallest,scale,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,1,target,fit,pos,TFP,3,3,1,adult-like,"big, might not fit into socks",scale,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,2,target,reach,pos,TRP,1,3,0,opposite,small,scale,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,3,filler,sameness,pos,FMP,2,2,1,adult-like,yellow hat,,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,4,target,weight,pos,TWP,1,1,1,adult-like,small,scale,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,5,target,capacity,pos,TCP,3,1,0,opposite,small,scale,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,6,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,7,filler,sameness,neg,FMN,2,2,1,adult-like,pink shell green bucket,,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,8,target,fit,neg,TFN,1,1,1,adult-like,small,scale,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,9,target,reach,neg,TRN,3,3,1,adult-like,big,scale,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,10,filler,scale,neg,FSN,2,2,1,adult-like,the hat looks like it would fit her,,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,11,target,weight,neg,TWN,3,3,1,adult-like,she's big,scale,1
M,2018-08-15,94,2018-08-13,2013-05-12,5,POS,12,target,capacity,neg,TCN,1,1,1,adult-like,it's small,scale,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,1,target,fit,neg,TFN,1,,0,other,I don't know,none,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,,none,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,,none,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,5,target,capacity,neg,TCN,3,2,0,middle,,none,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,6,filler,scale,neg,FSN,2,2,1,adult-like,,,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,"socks are small, he's big",scale,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,"he's small, the tree is tall",scale,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,,,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,he's small pumpkin is big,scale,1
Leo,2018-08-23,95,2018-08-21,2012-02-06,6,NEG,12,target,capacity,pos,TCP,3,1,0,opposite,"basket is small, nuts are big",scale,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,1,target,fit,neg,TFN,1,1,1,adult-like,little and can't even,scale,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,2,target,reach,neg,TRN,3,3,1,adult-like,tall,scale,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,3,filler,sameness,neg,FMN,2,2,1,adult-like,,,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,4,target,weight,neg,TWN,3,3,1,adult-like,biggest,scale,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,5,target,capacity,neg,TCN,3,1,0,opposite,little one,scale,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,6,filler,scale,neg,FSN,2,,0,other,not sure,none,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,7,filler,sameness,pos,FMP,2,2,1,adult-like,,,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,8,target,fit,pos,TFP,3,3,1,adult-like,big feet,scale,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,9,target,reach,pos,TRP,1,1,1,adult-like,little one,scale,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,10,filler,scale,pos,FSP,2,2,1,adult-like,medium,,1
Leo,2018-08-23,96,2018-08-21,2012-08-01,6,NEG,11,target,weight,pos,TWP,1,1,1,adult-like,little one,scale,1
